"Catalog Date","Catalog ID","Catalog Name","Image ","Item number","Item Category","Item Subcat 2","Item Subcat 3","Item Subcat 4","Item Subcat 5","Description","Parts/Merch/Equip Code","PurchaseUOM","Weight","Weight UOM","Length","Width","Height","Size UOM","List Price","Net Price","Currency","Catalog Detailed Description"," Item Detailed Description"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10422666","INDUSTRIAL HOSE","STAINLESS STEEL METAL HOSE","CARBON STEEL FLANGED","","","8"" X 20 FT AF4755 METAL HOSE CPLD C/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","8"" X 20 FT AF4755 METAL HOSE CPLD C/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10422669","INDUSTRIAL HOSE","STAINLESS STEEL METAL HOSE","CARBON STEEL FLANGED","","","6"" X 20 FT AF4755 METAL HOSE CPLD C/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" X 20 FT AF4755 METAL HOSE CPLD C/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10422650","INDUSTRIAL HOSE","STAINLESS STEEL METAL HOSE","STAINLESS STEEL FLANGED","","","2"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10422652","INDUSTRIAL HOSE","STAINLESS STEEL METAL HOSE","STAINLESS STEEL FLANGED","","","3"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10422656","INDUSTRIAL HOSE","STAINLESS STEEL METAL HOSE","STAINLESS STEEL FLANGED","","","4"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","4"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10422664","INDUSTRIAL HOSE","STAINLESS STEEL METAL HOSE","STAINLESS STEEL FLANGED","","","6"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10422665","INDUSTRIAL HOSE","STAINLESS STEEL METAL HOSE","STAINLESS STEEL FLANGED","","","1"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10422668","INDUSTRIAL HOSE","STAINLESS STEEL METAL HOSE","STAINLESS STEEL FLANGED","","","8"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","8"" X 20 FT AF4755 METAL HOSE CPLD S/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10036136","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH CAMLOCK X MALE PIPE","4"" X 20 FT GREEN  V130 PVC SUCTION HOSE CPLD ALUM FEMALE CAMLOCK X C/S MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","4"" X 20 FT GREEN  V130 PVC SUCTION HOSE CPLD ALUM FEMALE CAMLOCK X C/S MALE PIPE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10100873","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH CAMLOCK FITTINGS","3"" X 20 FT GREEN  V130 PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3"" X 20 FT GREEN  V130 PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10126008","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH CAMLOCK X MALE PIPE","6"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD ALUM FEMALE CAMLOCK X C/S MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD ALUM FEMALE CAMLOCK X C/S MALE PIPE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10219029","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH CAMLOCK FITTINGS","4"" X 20 FT GREEN  V130 PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","4"" X 20 FT GREEN  V130 PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10221731","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH CAMLOCK FITTINGS","2"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10234212","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH PIN-LUG FITTINGS","3"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD MXF ALUM PIN-LUG THREAD","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD MXF ALUM PIN-LUG THREAD"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10250398","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH CAMLOCK FITTINGS","6"" X 20 FT GREEN  V130 PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" X 20 FT GREEN  V130 PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10281522","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH PIN-LUG FITTINGS","2"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD MXF ALUM PIN-LUG THREAD","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD MXF ALUM PIN-LUG THREAD"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10303829","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH CAMLOCK X MALE PIPE","2"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD ALUM FEMALE CAMLOCK X C/S MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD ALUM FEMALE CAMLOCK X C/S MALE PIPE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10320949","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH CAMLOCK X MALE PIPE","3"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD ALUM FEMALE CAMLOCK X C/S MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3"" X 20 FT GREEN V130 PVC SUCTION HOSE CPLD ALUM FEMALE CAMLOCK X C/S MALE PIPE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10417803","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH CAMLOCK FITTINGS","6"" X 10 FT GREEN  V130 PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" X 10 FT GREEN  V130 PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425761","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","GREEN PVC SUCTION HOSE","GREEN PVC SUCTION HOSE WITH CAMLOCK X MALE PIPE","6"" X 10 FT GREEN V130 PVC SUCTION HOSE CPLD ALUM FEMALE CAMLOCK X C/S MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" X 10 FT GREEN V130 PVC SUCTION HOSE CPLD ALUM FEMALE CAMLOCK X C/S MALE PIPE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425718","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH FLANGES","8"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","8"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425721","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH FLANGES","8"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","8"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425735","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH CAMLOCK FITTINGS","6"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425741","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH CAMLOCK FITTINGS","8"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","8"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425742","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH CAMLOCK FITTINGS","10"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","10"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425744","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH FLANGES","4"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","4"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425763","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH FLANGES","6"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425794","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH FLANGES","4"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","4"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425796","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH CAMLOCK FITTINGS","6"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425801","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH CAMLOCK FITTINGS","3"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425813","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH CAMLOCK FITTINGS","10"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","10"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425848","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH CAMLOCK FITTINGS","4"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","4"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425869","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH CAMLOCK FITTINGS","2"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425895","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH FLANGES","6"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" X 20 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD C/S 150# FX X FL FLANGE"
"03/26/2021 11:00:00","1","Sunbelt Rentals","image_catalog_tab.jpg","10425897","INDUSTRIAL HOSE","SUCTION HOSE","PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE","ORANGE PVC SUCTION HOSE WITH CAMLOCK FITTINGS","8"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","8"" X 10 FT CLEAR REINFORCED ORANGE HELIX PVC SUCTION HOSE CPLD CXE ALUM CAMLOCK"
