"Catalog Date","Catalog ID","Catalog Name","Image ","Item number","Item Category","Item Subcat 2","Item Subcat 3","Item Subcat 4","Item Subcat 5","Description","Parts/Merch/Equip Code","PurchaseUOM","Weight","Weight UOM","Length","Width","Height","Size UOM","List Price","Net Price","Currency","Catalog Detailed Description"," Item Detailed Description"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10086463","INDUSTRIAL FITTINGS & ACCESSORIES","BAUER FITTINGS","SEALING RINGS ","","","4"" BAUER SBR SEALING RING ","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","4"" BAUER SBR SEALING RING "
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10027816","INDUSTRIAL FITTINGS & ACCESSORIES","BAUER FITTINGS","SEALING RINGS ","","","6"" BAUER SBR SEALING RING ","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" BAUER SBR SEALING RING "
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10068310","INDUSTRIAL FITTINGS & ACCESSORIES","BAUER FITTINGS","SEALING RINGS ","","","8"" BAUER SBR SEALING RING ","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","8"" BAUER SBR SEALING RING "
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10422688","INDUSTRIAL FITTINGS & ACCESSORIES","BAUER FITTINGS","SEALING RINGS ","","","10"" BAUER SBR SEALING RING ","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","10"" BAUER SBR SEALING RING "
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10105297","INDUSTRIAL FITTINGS & ACCESSORIES","BAUER FITTINGS","SEALING RINGS ","","","12"" BAUER SBR SEALING RING ","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","12"" BAUER SBR SEALING RING "
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10417816","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","1/2"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1/2"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10300358","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","3/4"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3/4"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10254214","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","1"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10312501","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","1-1/4"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1-1/4"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","150-A-AL","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","1-1/2"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1-1/2"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","513002000054","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","2"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10276547","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","2-1/2"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2-1/2"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","513003000069","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","3"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","QC-A-AL-0400","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","4"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","4"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10236138","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","5"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","5"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10251685","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART A ADAPTER MALE X FEMALE PIPE","","","6"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" PART A ALUMINUM ADAPTER MALE X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10417813","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","1/2"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1/2"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10303609","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","3/4"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3/4"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10321348","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","1"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10025809","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","1-1/4"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1-1/4"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","150-B-AL","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","1-1/2"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1-1/2"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","G150-B-ALNST","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","1-1/2"" PART B ALUMINUM COUPLER X MALE NST FIRE HOSE THREAD","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1-1/2"" PART B ALUMINUM COUPLER X MALE NST FIRE HOSE THREAD"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","513002000055","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","2"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10244885","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","2-1/2"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2-1/2"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","513003000070","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","3"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","QC-B-AL-0400-C","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","4"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","4"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10059995","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","5"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","5"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10198580","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART B FEMALE COUPLER X MALE PIPE","","","6"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" PART B ALUMINUM FEMALE COUPLER X MALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10103932","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","1/2"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1/2"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10298797","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","3/4"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3/4"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10293330","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","1"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10306917","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","1-1/4"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1-1/4"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10115791","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","1-1/2"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1-1/2"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10295741","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","2"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10144427","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","2-1/2"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","2-1/2"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","QC-C-AL-0300-C","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","3"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10157871","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","4"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","4"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10024635","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","5"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","5"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10332869","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART C FEMALE COUPLER X HOSE SHANK","","","6"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","6"" PART C ALUMINUM FEMALE COUPLER X HOSE SHANK"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10417810","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART D FEMALE COUPLER X FEMALE PIPE","","","1/2"" PART D ALUMINUM FEMALE COUPLER X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","1/2"" PART D ALUMINUM FEMALE COUPLER X FEMALE PIPE"
"03/26/2021 11:00:00","2","United Rentals","image_catalog_tab.jpg","10311496","INDUSTRIAL FITTINGS & ACCESSORIES","CAMLOCK FITTINGS","PART D FEMALE COUPLER X FEMALE PIPE","","","3/4"" PART D ALUMINUM FEMALE COUPLER X FEMALE PIPE","P","EA","","","","","","","","","USD","Our breadth of products and services enable us to deliver complete system solutions 24/7 including emergency response and quick on-site delivery from one of our 90 locations in North America that have available local inventory to the rental industry. Additionally our product, application, industry and customer know-how enable us to provide innovative and proactive solutions that reduce downtime and eliminate emergencies. We only partner with and provide the highest quality and reliable products from reputable manufacturers.","3/4"" PART D ALUMINUM FEMALE COUPLER X FEMALE PIPE"
