"CatalogDate","CatalogID","CatalogName","Image","Itemnumber","ItemCategory","ItemSubcat2","ItemSubcat3","ItemSubcat4","ItemSubcat5","Description","Parts/Merch/EquipCode","PurchaseUOM","Weight","WeightUOM","Length","Width","Height","SizeUOM","ListPrice","NetPrice","Currency","CatalogDetailedDescription","ItemDetailedDescription"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10283035","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR45DEGREEFLANGECOUPLINGS","P1D16FLCAT41""BRD/4WIRE1PCE-16CAT-FLNG45DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D16FLCAT41""BRAIDED/4-WIRE1PIECE-16CATFLANGE45DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10229578","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR45DEGREEFLANGECOUPLINGS","H1C12FLCAT43/4""6WIRESPRL1PCE-12CAT-FLNG45DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C12FLCAT43/4""6WIRESPIRAL1PIECE-12CATFLANGE45DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10092189","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR45DEGREEFLANGECOUPLINGS","H1C16FLCAT41""6WIRESPRL1PCE-16CAT-FLNG45DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C16FLCAT41""6WIRESPIRAL1PIECE-16CATFLANGE45DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10232240","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR45DEGREEFLANGECOUPLINGS","H1C20FLCAT411/4""6WIRESPRL1PCE-20CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C20FLCAT41-1/4""6WIRESPIRAL1PIECE-20CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10018977","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR45DEGREEFLANGECOUPLINGS","H1C24FLCAT411/2""6WIRESPRL1PCE-24CAT-FLNG45DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C24FLCAT41-1/2""6WIRESPIRAL1PIECE-24CATFLANGE45DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10241253","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR45DEGREEFLANGECOUPLINGS","H1C32FLCAT42""6WIRESPRL1PCE-32CAT-FLNG45DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C32FLCAT42""6WIRESPIRAL1PIECE-32CATFLANGE45DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10313713","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR90DEGREEFLANGECOUPLINGS","P1D12FLCAT93/4""BRD/4WIRE1PCE-12CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D12FLCAT93/4""BRAIDED/4-WIRE1PIECE-12CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10261061","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR90DEGREEFLANGECOUPLINGS","P1D16FLCAT91""BRD/4WIRE1PCE-16CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D16FLCAT91""BRAIDED/4-WIRE1PIECE-16CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10194680","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR90DEGREEFLANGECOUPLINGS","P1D16FLCAT9201""BRD/4WIRE1PCE-20CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D16FLCAT9201""BRAIDED/4-WIRE1PIECE-20CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10119777","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR90DEGREEFLANGECOUPLINGS","P1D20FLCAT911/4""BRD/4WIRE1PCE-20CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D20FLCAT91-1/4""BRAIDED/4-WIRE1PIECE-20CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10191506","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR90DEGREEFLANGECOUPLINGS","H1C12FLCAT93/4""6WIRESPRL1PCE-12CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C12FLCAT93/4""6WIRESPIRAL1PIECE-12CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10325233","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR90DEGREEFLANGECOUPLINGS","H1C16FLCAT91""6WIRESPRL1PCE-16CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C16FLCAT91""6WIRESPIRAL1PIECE-16CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10070466","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR90DEGREEFLANGECOUPLINGS","H1C16FLCAT9201""6WIRESPRL1PCE-20CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C16FLCAT9201""6WIRESPIRAL1PIECE-20CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10317891","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR90DEGREEFLANGECOUPLINGS","H1C20FLCAT911/4""6WIRESPRL1PCE-20CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C20FLCAT91-1/4""6WIRESPIRAL1PIECE-20CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10238146","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR90DEGREEFLANGECOUPLINGS","H1C24FLCAT911/2""6WIRESPRL1PCE-24CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C24FLCAT91-1/2""6WIRESPIRAL1PIECE-24CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10065281","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","CATERPILLARFLANGECOUPLINGS","CATERPILLAR90DEGREEFLANGECOUPLINGS","H1C32FLCAT92""6WIRESPRL1PCE-32CAT-FLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","H1C32FLCAT92""6WIRESPIRAL1PIECE-32CATFLANGE90DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10332145","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","FLANGECOUPLINGS","KOMATSUFLANGECOUPLINGS","","P1D10FLK95/8""BRD/4WIRE1PCE-10KOMATSUFLNG90DEG","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D10FLK95/8""BRAIDED/4-WIRE1PIECE-10KOMATSUFLANGE45DEGREE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10126844","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","F1D4MUJ1/4""BRD1PCE-4JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","F1D4MUJ1/4""BRAIDED1PIECE-4JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10070967","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","F1D4MUJ51/4""BRD1PCE-5JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","F1D4MUJ51/4""BRAIDED1PIECE-5JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10048968","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","F1D4MUJ61/4""BRD1PCE-6JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","F1D4MUJ61/4""BRAIDED1PIECE-6JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10309122","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","F1D6MUJ53/8""BRD1PCE-5JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","F1D6MUJ53/8""BRAIDED1PIECE-5JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10331331","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","F1D6MUJ3/8""BRD1PCE-6JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","F1D6MUJ3/8""BRAIDED1PIECE-6JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10178995","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","F1D6MUJ83/8""BRD1PCE-8JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","F1D6MUJ83/8""BRAIDED1PIECE-8JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10077590","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","F1D6MUJ103/8""BRD1PCE-10JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","F1D6MUJ103/8""BRAIDED1PIECE-10JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10018306","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","F1D8MUJ1/2""BRD1PCE-8JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","F1D8MUJ1/2""BRAIDED1PIECE-8JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10050403","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","F1D8MUJ101/2""BRD1PCE-10JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","F1D8MUJ101/2""BRAIDED1PIECE-10JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10040545","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","F1D8MUJ121/2""BRD1PCE-12JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","F1D8MUJ121/2""BRAIDED1PIECE-12JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10045261","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","P1D8MUJ1/2""BRD/4WIRE1PCE-8JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D8MUJ1/2""BRAIDED/4-WIRE1PIECE-8JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10315067","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","P1D8MUJ101/2""BRD/4WIRE1PCE-10JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D8MUJ101/2""BRAIDED/4-WIRE1PIECE-10JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10039511","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","P1D10MUJ5/8""BRD/4WIRE1PCE-10JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D10MUJ5/8""BRAIDED/4-WIRE1PIECE-10JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10167060","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","P1D10MUJ125/8""BRD/4WIRE1PCE-12JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D10MUJ125/8""BRAIDED/4-WIRE1PIECE-12JICMALE"
"03/26/202111:00:00","2","UnitedRentals","image_catalog_tab.jpg","10231162","HYDRAULICHOSE,COUPLINGS&EQUIPMENT","HYDRAULICCOUPLINGS","37DEGREEJICCOUPLINGS","JIC37DEGREEMALECOUPLINGS","","P1D12MUJ103/4""BRD/4WIRE1PCE-10JICMALE","P","EA","","","","","","","","","USD","Ourbreadthofproductsandservicesenableustodelivercompletesystemsolutions24/7includingemergencyresponseandquickon-sitedeliveryfromoneofour90locationsinNorthAmericathathaveavailablelocalinventorytotherentalindustry.Additionallyourproduct,application,industryandcustomerknow-howenableustoprovideinnovativeandproactivesolutionsthatreducedowntimeandeliminateemergencies.Weonlypartnerwithandprovidethehighestqualityandreliableproductsfromreputablemanufacturers.","P1D12MUJ103/4""BRAIDED/4-WIRE1PIECE-10JICMALE"
